;coeditor1;coeditor2;count
3637;Nohr, René;Reichardt, Rolf;5
4091;Desné, Roland;L’Aminot, Tanguy;5
5242;van Dijk, Suzanne;van Strien-Chardonneau, Madeleine;5
4615;Vassilopoulou, Panayiota;Whistler, Daniel;5
5565;Roux, Nicolas Le;Wrede, Martin;5
4089;Desné, Roland;Piau-Gillot, Colette;5
3650;Maher, Eamon;Neville, Grace;5
4185;McCallam, David;Pratt, Terry;5
4978;Alexandre, Didier;Cammagre, Geneviève;5
4090;L’Aminot, Tanguy;Piau-Gillot, Colette;5
10;Abramovici, Jean-Christophe;Barbafieri, Carine;4
2589;Forget, Danielle;Martineau, France;4
5322;Gendt, Anne-Marie De;Montoya, Alicia C.;4
4806;Lafarga, F.;Pegenaute, L.;4
2535;Ferran, Florence;Rollinat-Levasseur, Ève-Marie;4
1274;Brizay, François;Sarrazin, Véronique;4
2579;Gallichan, Gilles;Lamonde, Yvan;4
2536;Ferran, Florence;Vanoosthuyse, François;4
2537;Rollinat-Levasseur, Ève-Marie;Vanoosthuyse, François;4
3867;Larrère, Catherine;Mondot, Jean;4
6169;Grosvenor, Valerie;Serafin, Steven R.;4
1328;Brunel, Julie;Vitiello, Michel;4
354;Montel, Nathalie;Vorms, Charlotte;4
5292;Martin, Laurent;Ory, Pascal;4
2342;Garapon, Jean;Milin, Gaël;4
5288;Cohen, Évelyne;Martin, Laurent;4
5287;Cohen, Évelyne;Goetschel, Pascale;4
3746;Rolland, Denis;Santos, Idelette Muzart-Fonseca dos;4
332;Hanotin, Guillaume;May, Niels F.;4
4114;Pioffet, Marie-Christine;la collaboration d’Isabelle Lachance, avec;4
331;Aznar, Daniel;May, Niels F.;4
5243;Ferrand, Nathalie;Weil, Michèle;4
330;Aznar, Daniel;Hanotin, Guillaume;4
178;Jessenne, Jean-Pierre;Leuwers, Hervé;4
3059;Hersant, Marc;Tourrette, Éric;4
2341;Dufief, Pierre;Milin, Gaël;4
4444;Singaravélou, Pierre;Venayre, Sylvain;4
2808;Goldsmith, Elizabeth C.;Goodman, Dena;4
2251;Dion, Nicholas;Massé, Stéphanie;4
234;Popin, Jacques;la collaboration de Marie-Emmanuelle Plagnol, avec;4
233;Artigas-Menant, Geneviève;la collaboration de Marie-Emmanuelle Plagnol, avec;4
232;Artigas-Menant, Geneviève;Popin, Jacques;4
2653;Furet, François;Ozouf, Mona;4
2340;Dufief, Pierre;Garapon, Jean;4
3775;Medlin, Dorothy;Merrick, Jeffrey;4
5262;Borgne, Françoise Le;Laurent, Françoise;4
5261;Borgne, Françoise Le;Giorgio, Jean-Pierre De;4
5289;Cohen, Évelyne;Ory, Pascal;4
2771;Giron-Panel, Caroline;Serre, Solveig;4
5374;Séginger, Gisèle;Talairach, Laurence;4
346;Backouche, Isabelle;Lyon-Caen, Nicolas;4
5291;Goetschel, Pascale;Ory, Pascal;4
3029;Henn, Marianne;Pausch, Holger A.;4
5290;Goetschel, Pascale;Martin, Laurent;4
5369;Dahan-Gaida, Laurence;Maillard, Christine;4
5370;Dahan-Gaida, Laurence;Séginger, Gisèle;4
5371;Dahan-Gaida, Laurence;Talairach, Laurence;4
4774;Gaullier-Bougassas, Catherine;Tropé, d’Hélène;4
4773;Cabanel, Patrick;Liogier, Raphaël;4
4772;Liogier, Raphaël;Zuber, Valentine;4
4771;Cabanel, Patrick;Zuber, Valentine;4
3441;Lardon, Sabine;Rosellini, Michèle;4
5260;Giorgio, Jean-Pierre De;Laurent, Françoise;4
5222;Excoffon, Sylvain;Hurel, Daniel-Odon;4
5223;Excoffon, Sylvain;Peters-Custot, Annick;4
5224;Hurel, Daniel-Odon;Peters-Custot, Annick;4
352;Lyon-Caen, Nicolas;Vorms, Charlotte;4
5372;Maillard, Christine;Séginger, Gisèle;4
350;Lyon-Caen, Nicolas;Montel, Nathalie;4
349;Backouche, Isabelle;Vorms, Charlotte;4
5373;Maillard, Christine;Talairach, Laurence;4
347;Backouche, Isabelle;Montel, Nathalie;4
2743;Halen, Pierre;Spica, Anne;4
5047;Bensaude-Vincent, Bernadette;Bernardi, Bruno;4
1836;Corbin, Alain;Vigarello, Georges;4
5527;Kirschleger, Inès;Martin-Ulrich, Claudie;4
4945;Gély, en collaboration avec Véronique;McIntosh-Varjabédian, Fiona;4
5141;Bach, Reinhard;Hassler, Gerda;4
2863;Grapotte, Sophie;Ruffing, Margit;4
5142;Desné, Roland;Hassler, Gerda;4
3893;Mormiche, Pascale;Perez, Stanis;4
5149;Bourguinat, Nicolas;Reverzy, Eléonore;4
5526;Barros, Paula;Martin-Ulrich, Claudie;4
5166;Lefrère, Jean-Jacques;Pierssens, Michel;4
5525;Barros, Paula;Kirschleger, Inès;4
5010;Didier, Béatrice;Sermain, Jean-Paul;4
5156;Merle, Alexandra;Zaragozá, Marina Mestre;4
5014;Elm, Veit;Lottes, Günther;4
1798;Colombat, Bernard;Fournier, Jean-Marie;4
5015;Elm, Veit;de Senarclens, Vanessa;4
762;Bernard-Griffiths, Simone;Sgard, Jean;4
1835;Corbin, Alain;Courtine, Jean-Jacques;4
5126;Fenet, Alain;Lévi-Valensi, Jacqueline;4
5125;Maurer, Catherine;Vincent, Catherine;4
1837;Courtine, Jean-Jacques;Vigarello, Georges;4
1847;Cormier, Jacques;Pelckmans, Paul;4
1891;Ehrard, Jean;Rubellin, Françoise;4
5112;Boerner, Bruno;Ferlampin-Acher, Christine;4
667;Bender, John;Marrinan, Michael;4
1890;Coulet, Henri;Rubellin, Françoise;4
734;Démoris, René;Martin, Christophe;4
733;Berchtold, Jacques;Démoris, René;4
1871;Côté, Sébastien;Doutrelepont, Charles;4
5092;Triaire, Sylvie;Victorin, Patricia;4
1889;Coulet, Henri;Ehrard, Jean;4
946;Bléchet, Françoise;la collaboration de Marie-Odile Germain, avec;4
5087;Kettani, Soundouss El;Tremblay, Isabelle;4
4884;Marec, Yannick;Poisat, en collaboration avec Jacques;4
4903;Rioux, Jean-Pierre;Sirinelli, Jean-François;4
5016;Lottes, Günther;de Senarclens, Vanessa;4
5492;Magnan, André;Saint-Girons, Baldine;4
5487;Gallingani, Daniela;Leroy, Claude;4
5488;Gallingani, Daniela;Magnan, André;4
5489;Gallingani, Daniela;Saint-Girons, Baldine;4
4853;Rousse, Céline;Vennetier, Soline;4
1085;Denécheau, Pascal;Marchal-Ninosque, France;4
5663;Boudet, Jean-Patrice;Renoux, Christian;4
5662;Boudet, Jean-Patrice;Faure, Philippe;4
5480;McCann, Ben;Poiana, Peter;4
1084;Bouissou, Sylvie;Marchal-Ninosque, France;4
5490;Leroy, Claude;Magnan, André;4
5491;Leroy, Claude;Saint-Girons, Baldine;4
5479;Edwards, Natalie;Poiana, Peter;4
1083;Bouissou, Sylvie;Denécheau, Pascal;4
5856;Pironon, Jean;Wagner, Jacques;4
5664;Faure, Philippe;Renoux, Christian;4
1793;Colombat, Bernard;Raby, Valérie;4
3397;Krynen, Jacques;d’Alteroche, Bernard;4
5176;Desroches, Vincent;Turnovsky, Geoffrey;4
3220;Lotterie, Florence;Seth, Catriona;4
5858;Kuizenga, Donna;Winn, Colette H.;4
3219;Jaquier, Claire;Seth, Catriona;4
3218;Jaquier, Claire;Lotterie, Florence;4
5478;Edwards, Natalie;McCann, Ben;4
1058;Bost, Hubert;de Robert, Philippe;4
4437;Jeannelle, Jean-Louis;la collaboration de Michel Braud, avec;3
5073;Gómez-Moriana, Antonio;Trottier, Danièle;3
4621;Graziani, Antoine-Marie;Vergé-Franceschi, Michel;3
4438;Lejeune, Philippe;la collaboration de Michel Braud, avec;3
5069;Gouaffo, Albert;Vatter, Christoph;3
4439;Montémont, Véronique;la collaboration de Michel Braud, avec;3
4562;Ballotti, Alessandra;Toudoire-Surlapierre, Frédérique;3
4563;Kuramayeva, Inkar;Toudoire-Surlapierre, Frédérique;3
1749;Cocula, Anne-Marie;Combet, Michel;3
4981;Duflos, Colas;Ruiz, Luc;3
5264;Martin, Philippe;Suire, Éric;3
4977;Becker, Karin;Leplatre, Olivier;3
5284;Hellegouarc’h, Anne;Williams, Heather;3
1870;Kapossy, Béla;Whatmore, Richard;3
4564;Ballotti, Alessandra;Kuramayeva, Inkar;3
4232;Barbafieri, Carine;Rauseo, Chris;3
4580;Trousson, Raymond;Vercruysse, Jeroom;3
5320;Rolland, Denis;de Queiros Mattoso, Katia;3
1711;Dubacq, Marianne;Vincent, Philippe;3
1710;Citton, Yves;Vincent, Philippe;3
1709;Citton, Yves;Dubacq, Marianne;3
4234;Raynaud, Philippe;Rials, Stéphane;3
2864;Lequan, Mai;Ruffing, Margit;3
4982;Desjardins, Nancy;Martel, Jacinthe;3
4263;Picon, Antoine;Riot-Sarcey, Michèle;3
4440;Jeannelle, Jean-Louis;Lejeune, Philippe;3
4999;Gougelmann, Stéphane;Verjus, Anne;3
2471;Evain, Aurore;Gethner, Perry;3
2472;Evain, Aurore;Goldwyn, Henriette;3
2473;Gethner, Perry;Goldwyn, Henriette;3
2911;Guéret-Laferté, Michèle;Poulouin, Claudine;3
4258;Gilain, Christian;Rieucau, Nicolas;3
4458;Sokolowicz, Malgorzata;Zatorska, Izabella;3
4257;Chassagne, Annie;Rieucau, Nicolas;3
4264;Bouchet, Thomas;Picon, Antoine;3
4256;Rieucau, Nicolas;la collaboration de Claire Bustarret, avec;3
5305;Mellet, Sylvie;Vuillaume, Marcel;3
5306;Montalbetti, Christine;Neefs, Jacques;3
1816;Connon, Derek;Evans, George;3
5013;Dupont, Pol;Termolle, Michel;3
1799;Fournier, Jean-Marie;Raby, Valérie;3
4547;Thouret, Clotilde;Wajeman, Lise;3
2600;Fouché, Pascal;Péchoin, Daniel;3
5064;Dion, Robert;Fendler, Ute;3
2601;Fouché, Pascal;Schuwer, Philippe;3
2602;Péchoin, Daniel;Schuwer, Philippe;3
4259;Chassagne, Annie;la collaboration de Claire Bustarret, avec;3
4260;Gilain, Christian;la collaboration de Claire Bustarret, avec;3
4261;Chassagne, Annie;Gilain, Christian;3
5065;Dion, Robert;Gouaffo, Albert;3
5066;Dion, Robert;Vatter, Christoph;3
5067;Fendler, Ute;Gouaffo, Albert;3
4262;Bouchet, Thomas;Riot-Sarcey, Michèle;3
5318;Matthews-Schlinzig, Marie Isabel;Socha, Caroline;3
4442;Lejeune, Philippe;Montémont, Véronique;3
5068;Fendler, Ute;Vatter, Christoph;3
4441;Jeannelle, Jean-Louis;Montémont, Véronique;3
5319;Santos, Idelette Muzart-Fonseca dos;de Queiros Mattoso, Katia;3
1874;Frantz, Pierre;Marchand, Sophie;3
5196;Caulier, Brigitte;Courtois, Luc;3
4965;Brooks, William;Zaiser, Rainer;3
1990;Dagen, Jean;François-Giappiconi, Catherine;3
2141;Delumeau, Jean;Roche, Daniel;3
4896;Fournier, Pierre;Garzon, Sabrina Juillet;3
5214;Bonnier, Xavier;Laigneau-Fontaine, Sylvie;3
5150;Bourillon, Florence;Jaquand, Corinne;3
1992;François-Giappiconi, Catherine;Marchand, Sophie;3
5217;Imbert, Christophe;Noacco, Cristina;3
1991;Dagen, Jean;Marchand, Sophie;3
4897;Fiasson, Aranaud;Garzon, Sabrina Juillet;3
5154;Crignon, Philippe;Miqueu, Christophe;3
4898;Fiasson, Aranaud;Fournier, Pierre;3
5138;Glaudes, Pierre;Louette, Jean-François;3
1609;Charnley, Joy;Pender, Malcolm;3
1613;Charon, Annie;Parinet, Élisabeth;3
5134;Curatolo, Bruno;Poirier, Jacques;3
2935;Goldberger, Avriel;Szmurlo, Karyna;3
2934;Gutwirth, Madelyn;Szmurlo, Karyna;3
2963;Hammond, Nicholas;Moriarty, Michael;3
5155;Hutin, Séverine;Siess, Jürgen;3
1679;Chométy, Philippe;Rosellini, Michèle;3
4854;Hayward, Annette;Whitfield, Agnès;3
4289;Holzhey, H.;Rohbeck, J.;3
1535;Cavallo, Guglielmo;Chartier, Roger;3
5186;Cazals, Rémy;Vovelle, Michel;3
5185;Caucanas, Sylvie;Vovelle, Michel;3
4838;Marimoutou, Jean-Claude Carpanin;Racault, Jean-Michel;3
5184;Caucanas, Sylvie;Cazals, Rémy;3
5183;Gröne, Maximilian;von Kulessa, Rotraud;3
2806;Goldie, Mark;Wolker, Robert;3
4889;Alexandre, Didier;Roe, Glenn;3
2835;Goulemot, Jean M.;Masseau, Didier;3
2021;Dauphin, Cécile;Farge, Arlette;3
5171;Nauroy, Gérard;Spica, Anne;3
5170;Halen, Pierre;Nauroy, Gérard;3
5163;Marchand, S.;Schweitzer, Z.;3
5162;Lecercle, F.;Schweitzer, Z.;3
5161;Lecercle, F.;Marchand, S.;3
5229;Backouche, Isabelle;Theis, Valérie;3
5230;Backouche, Isabelle;Vadelorge, Loïc;3
5231;Lyon-Caen, Nicolas;Theis, Valérie;3
5108;Jakubowska, J.;Ucherek, W.;3
5115;Boissiéras, Fabienne;Servet, Marie-Hélène;3
2215;Candaux, Jean-Daniel;Deuber-Pauli, Erica;3
5113;Bödeker, Hans Erich;Steinbrügge, Lieselotte;3
4702;Seth, Catriona;Von Kulessa, Rotraud;3
2807;Goldsmith, Elizabeth C.;Winn, Colette H.;3
1647;Rauch, André;Tsikounas, Myriam;3
2327;Duby, Georges;Perrot, Michelle;3
2930;Seguin, Maria Susana;Sellier, Philippe;3
5232;Lyon-Caen, Nicolas;Vadelorge, Loïc;3
2929;Menant, Sylvain;Seguin, Maria Susana;3
2928;Guion, Béatrice;Sellier, Philippe;3
2927;Guion, Béatrice;Menant, Sylvain;3
2926;Guion, Béatrice;Seguin, Maria Susana;3
4217;Meure, Chantale;Racault, Jean-Michel;3
4218;Gigan, Angélique;Racault, Jean-Michel;3
4219;Gigan, Angélique;Meure, Chantale;3
4964;Caldicott, Edric;Fuchs, Anne;3
2931;Menant, Sylvain;Sellier, Philippe;3
1638;Chartier, Roger;Lüsebrink, Hans-Jürgen;3
5336;Hunkeler, Thomas;Jeanneret, Sylvie;3
5233;Montel, Nathalie;Theis, Valérie;3
5234;Montel, Nathalie;Vadelorge, Loïc;3
5235;Theis, Valérie;Vadelorge, Loïc;3
5236;Theis, Valérie;Vorms, Charlotte;3
5237;Vadelorge, Loïc;Vorms, Charlotte;3
5239;Cellier, Marine;Damerdji, Amina;3
5240;Cellier, Marine;Lloret, Sylvain;3
5241;Damerdji, Amina;Lloret, Sylvain;3
4947;Douzou, Catherine;Greiner, Frank;3
2933;Goldberger, Avriel;Gutwirth, Madelyn;3
5250;Denis, Delphine;Marcoin, Francis;3
5255;Deluermoz, Quentin;Glinoer, Anthony;3
2753;Boch, Julie;Haquette, Jean-Louis;3
2752;Gevrey, Françoise;Haquette, Jean-Louis;3
2751;Boch, Julie;Gevrey, Françoise;3
4701;Grell, Chantal;Volpilhac-Auger, Catherine;3
5360;Soudy-Quazuguel, Laura;Torrent, Céline;3
3377;Krief, Huguette;Pascal, Jean-Noël;3
5554;Lestringant, Frank;Néraudau, Bertrand;3
5556;Lestringant, Frank;Ternaux, Jean-Claude;3
5557;Néraudau, Bertrand;Porte, Danielle;3
5558;Néraudau, Bertrand;Ternaux, Jean-Claude;3
1240;Brenner, Anastasios;Pérez-Jean, Brigitte;3
5559;Porte, Danielle;Ternaux, Jean-Claude;3
83;Darmon, Jean-Charles;Desan, Philippe;3
227;Aron, Paul;Saint-Jacques, Denis;3
1072;Perras, Jean-Alexandre;Wicky, Érika;3
853;Biard, Michel;Frétigné, Jean-Yves;3
854;Ducange, Jean-Numa;Frétigné, Jean-Yves;3
712;Hazan, P.;Imperiali, C.;3
5486;Fowler, James;Weller, Shane;3
3542;Létoublon, Françoise;Volpilhac-Auger, Catherine;3
5484;Baldwin, Thomas;Fowler, James;3
5630;Stroev, Alexandre;Thiéry, Robert;3
5629;L’Aminot, Tanguy;Thiéry, Robert;3
3875;Montémont, Véronique;Simonet-Tenant, Françoise;3
5628;L’Aminot, Tanguy;Stroev, Alexandre;3
5627;Pomeau, René;Thiéry, Robert;3
5376;Blanckaert, Claude;Rey, Roselyne;3
5626;Pomeau, René;Stroev, Alexandre;3
5625;L’Aminot, Tanguy;Pomeau, René;3
711;Ducimetière, N.;Imperiali, C.;3
5476;Beaulieu, Jean-Philippe;Desrosiers-Bonin, Diane;3
3870;Valentin, Jean-Marie;Voss, Jürgen;3
5555;Lestringant, Frank;Porte, Danielle;3
5855;Coelsch-Foisner, Sabine;Klein, Holger;3
138;Gipper, Andreas;Lotterie, Florence;3
61;Alexandre-Bergues, Pascale;Guérin, Jeanyves;3
784;Bernier, Marc André;Lüsebrink, Hans-Jürgen;3
3346;Kloocke, Kurt;la collaboration de Simone Balayé, avec;3
783;Bernier, Marc André;Donato, Clorinda;3
1049;Bosquet, Marie-Françoise;Racault, Jean-Michel;3
3626;Fickert, en collaboration avec Jan;Weyers, Bianca;3
1170;Bourquin, Laurent;Hamon, Philippe;3
3599;Hartmann, Pierre;Lotterie, Florence;3
3494;Leborgne, Érik;Sermain, Jean-Paul;3
3625;Mix, York-Gothart;Weyers, Bianca;3
1057;Bost, Hubert;Lauriol, Claude;3
3624;Fickert, en collaboration avec Jan;Mix, York-Gothart;3
6136;Cottenet-Hage, Madeleine;Makward, Christiabe;3
3234;Jérémie, Christian;Louison-Lassablière, Marie-Joëlle;3
520;Daumalin, Xavier;Raveux, Olivier;3
3367;Komur-Thilloy, Greta;Réach-Ngô, Anne;3
3623;Lüsebrink, Hans-Jürgen;Weyers, Bianca;3
3544;Volpilhac-Auger, Catherine;la collaboration de Daniel Sangsue, avec;3
5437;Dumas, Catherine;Gaullier-Bougassas, Catherine;3
3622;Fickert, en collaboration avec Jan;Lüsebrink, Hans-Jürgen;3
5442;Haine, W. Scott;Rittner, Leona;3
4130;Planté, Christine;Vaillant, Alain;3
5443;Jackson, Jeffrey H.;Rittner, Leona;3
5444;Haine, W. Scott;Jackson, Jeffrey H.;3
1008;Bonnecase, Denis;Genton, François;3
3083;Heyraud, Violaine;Martinez, Ariane;3
3786;Melzer, Sara E.;Rabine, Leslie W.;3
5485;Baldwin, Thomas;Weller, Shane;3
137;Denis, Gilles;Lotterie, Florence;3
708;Berchtold, J.;Hazan, P.;3
3422;Cumby, Jamie;Lamal, Nina;3
3785;Melzer, Sara E.;Norberg, Kathryn;3
3423;Helmers, Helmer J.;Lamal, Nina;3
3729;Caudal, Yann;Masson, Nicole;3
707;Berchtold, J.;Ducimetière, N.;3
959;Chauvaud, Frédéric;Soria, Myriam;3
5359;Mounier-Vehier, Caroline;Torrent, Céline;3
958;Bodiou, Lydie;Soria, Myriam;3
3424;Cumby, Jamie;Helmers, Helmer J.;3
957;Bodiou, Lydie;Chauvaud, Frédéric;3
5597;Descamps, Olivier;Prévost, Xavier;3
5596;Dauchy, Serge;Prévost, Xavier;3
5595;Dauchy, Serge;Descamps, Olivier;3
5594;Brunori, Luisa;Prévost, Xavier;3
929;Blanckaert, Claude;Fischer, Jean-Louis;3
5593;Brunori, Luisa;Descamps, Olivier;3
5592;Brunori, Luisa;Dauchy, Serge;3
5588;Siess, Jürgen;Valency, Gisèle;3
228;Aron, Paul;Viala, Alain;3
3458;Lavocat, Françoise;la collaboration de Guiomar Hautcœur, avec;3
229;Saint-Jacques, Denis;Viala, Alain;3
5929;Lombez, Christine;von Kulessa, Rotraud;3
5939;Domingues, Lidia Luisa Zanetti;Nagy, Piroska;3
5938;Boquet, Damien;Domingues, Lidia Luisa Zanetti;3
5937;Boquet, Damien;Nagy, Piroska;3
5463;Dubus, Pascale;Fiorato, Corinne Lucas;3
3543;Létoublon, Françoise;la collaboration de Daniel Sangsue, avec;3
401;Balcou, Jean;Barthélemy, Sophie;3
303;Dubost, Jean-Pierre;Sasson, Sarah Juliette;3
710;Ducimetière, N.;Hazan, P.;3
134;Andries, Lise;Gipper, Andreas;3
301;Augustyn, Joanna;Dubost, Jean-Pierre;3
5355;Cléren, Marie;Mounier-Vehier, Caroline;3
135;Andries, Lise;Lotterie, Florence;3
133;Andries, Lise;Denis, Gilles;3
3414;Martens, David;Watthee-Delmotte, Myriam;3
402;Balcou, Jean;Cariou, André;3
3868;Mondot, Jean;Valentin, Jean-Marie;3
420;Baratin, Marc;Jacob, Christian;3
4009;Ortolani, Marc;Vernier, Olivier;3
3869;Mondot, Jean;Voss, Jürgen;3
5357;Cléren, Marie;Torrent, Céline;3
5358;Mounier-Vehier, Caroline;Soudy-Quazuguel, Laura;3
5356;Cléren, Marie;Soudy-Quazuguel, Laura;3
403;Barthélemy, Sophie;Cariou, André;3
136;Denis, Gilles;Gipper, Andreas;3
709;Berchtold, J.;Imperiali, C.;3
302;Augustyn, Joanna;Sasson, Sarah Juliette;3
5698;Ferretti, Victor Andrés;Meier, Albert;2
5695;Massé, Stéphanie;Plourde, Andrée-Anne;2
5697;Ferretti, Victor Andrés;Fülberth, Andreas;2
5696;Fülberth, Andreas;Meier, Albert;2
1868;Cossy, Valérie;Kapossy, Béla;2
1869;Cossy, Valérie;Whatmore, Richard;2
5694;Dion, Nicholas;Plourde, Andrée-Anne;2
3761;McKenna, Antony;Mothu, Alain;2
5684;Choinière, Paul;Lafrance, Geneviève;2
5683;Brissette, Pascal;Lafrance, Geneviève;2
6035;Pâquet, Martin;Savard, Stéphane;2
230;Artigas-Menant, Geneviève;Couprie, Alain;2
4988;Baudot, Alain;Boldt-Irons, Leslie;2
3249;Abramovici, Jean-Christophe;Jiménez, D.;2
4987;Baudot, Alain;Beckett, Sandra;2
754;Berkvens-Stevelinck, Christiane;Haeseler, Jens;2
216;Arnaud, Sabine;Jordheim, Helge;2
738;Duclert, Vincent;Prochasson, Christophe;2
739;Berger, Günter;Sick, Franziska;2
744;Berghahn, Cord-Friedrich;Lifschitz, Avi;2
5714;Ferretti, Giuliano;Roudaut, François;2
5715;Dupouy, Jean-Pierre;Ferretti, Giuliano;2
745;Berghahn, Cord-Friedrich;Wiedemann, Conrad;2
746;Lifschitz, Avi;Wiedemann, Conrad;2
723;Lavezzi, Élisabeth;Martin, Christophe;2
5720;Thérenty, Marie-Ève;Tran, Trung;2
722;Berchtold, Jacques;Lavezzi, Élisabeth;2
5716;Dupouy, Jean-Pierre;Roudaut, François;2
755;Bots, Hans;Haeseler, Jens;2
5705;Bustarret, Claire;Viollet, Catherine;2
4986;Beckett, Sandra;Boldt-Irons, Leslie;2
6025;Desprès, Catherine;Gómez, María Teresa Ramos;2
5718;Pascal, Catherine;Thérenty, Marie-Ève;2
5719;Pascal, Catherine;Tran, Trung;2
753;Berkvens-Stevelinck, Christiane;Bots, Hans;2
3026;Freeman, E.;Hemmings, T.D.;2
5682;Brissette, Pascal;Choinière, Paul;2
855;Biard, Michel;Tourret, Alain;2
2760;Gies, David;Wall, Cynthia;2
5636;Kaplan, S.L.;Koepp, C.;2
4590;Delâge, Denys;Turgeon, Laurier;2
4591;Ouellet, Réal;Turgeon, Laurier;2
857;Leuwers, Hervé;Tourret, Alain;2
856;Bourdin, Philippe;Tourret, Alain;2
1753;Cogitore, Isabelle;Goyet, Francis;2
5043;Davison, Claire;Vanfasse, Nathalie;2
4592;Delâge, Denys;Ouellet, Réal;2
5046;Patey, Caroline;Vanfasse, Nathalie;2
5045;Laurent, Béatrice;Vanfasse, Nathalie;2
5044;Laurent, Béatrice;Patey, Caroline;2
5644;Milon, Alain;Perelman, Marc;2
162;Antoine-Mahut, Delphine;Lézé, Samuel;2
3749;Herman, Bernard L.;Maudlin, Daniel;2
5624;Fétro, Sophie;Ritz-Guilbert, Anne;2
2383;Dumont, Paul;Hildebrand, Rémy;2
5616;Gnocchi, Maria Chiara;Imbroscio, Carmelina;2
3187;Hyde, Melissa;Ledbury, Mark;2
5605;Dubel, Sandrine;Montandon, Alain;2
3183;Hurel, Daniel-Odon;Laudin, Gérard;2
2402;Duranton, Henri;Labrosse, Claude;2
2403;Labrosse, Claude;Rétat, Pierre;2
933;Blanckaert, Claude;Blondiaux, Loïc;2
934;Blanckaert, Claude;Loty, Laurent;2
935;Blanckaert, Claude;Renneville, Marc;2
5081;Guyot, Alain;Massol, Chantal;2
936;Blanckaert, Claude;Richard, Nathalie;2
937;Blondiaux, Loïc;Loty, Laurent;2
938;Blondiaux, Loïc;Renneville, Marc;2
939;Blondiaux, Loïc;Richard, Nathalie;2
1764;Colbus, Jean-Claude;Hébert, Brigitte;2
5042;Davison, Claire;Patey, Caroline;2
5681;Lafrance, Geneviève;Przychodzen, Janusz;2
5673;Lassauzet, Benjamin;Montandon, Alain;2
2642;Füg-Pierreville, Corinne;Lavorel, Guy;2
2643;Lachet, Claude;Lavorel, Guy;2
2355;Dufresne, Virginie;Langlois, Geneviève;2
4609;Ottway, Sheila;van Dijk, Suzan;2
5671;Lobrano, Giovanni;Onida, Pietro Paolo;2
797;Bertaud, Madeleine;Labertit, André;2
5675;Przychodzen, Janusz;Segura, Mauricio;2
5041;Davison, Claire;Laurent, Béatrice;2
5676;Brissette, Pascal;Segura, Mauricio;2
5677;Choinière, Paul;Segura, Mauricio;2
5678;Lafrance, Geneviève;Segura, Mauricio;2
5679;Brissette, Pascal;Przychodzen, Janusz;2
4251;Basker, James G.;Ribeiro, Alvaro;2
5680;Choinière, Paul;Przychodzen, Janusz;2
5020;Ambrus, Gauthier;Grosrichard, Alain;2
4606;Moser-Verrey, Monique;van Strien-Chardonneau, Madeleine;2
804;Bertrand, Gilles;Guyot, Alain;2
806;Bertrand, Gilles;Serna, Pierre;2
813;Bertrand, Gilles;Brice, Catherine;2
2891;Grenier, Benoît;Morissette, Michel;2
3230;Guérout, Jeanne;Jeanneney, Jean-Noël;2
4605;Cossy, Valérie;van Strien-Chardonneau, Madeleine;2
4604;Cossy, Valérie;Moser-Verrey, Monique;2
2641;Füg-Pierreville, Corinne;Lachet, Claude;2
1872;Côté, Sébastien;Frantz, Pierre;2
4235;Rees, Joachim;Siebers, Winfried;2
5035;Kroll, Renate;Zimmermann, Margarete;2
5037;Reggiani, Christelle;Stolz, Claire;2
4601;Van Dijk, Suzan;van Strien-Chardonneau, Madeleine;2
3990;O’Quinn, Daniel;Tadié, Alexis;2
5040;Koźluk, Magdalena;Pietrzak, Witold Konstanty;2
3778;Mehl, Édouard;Trottmann, Christian;2
3501;Lecoquierre, Bruno;Wauters, Éric;2
1873;Côté, Sébastien;Marchand, Sophie;2
5878;Leonhard, Jörn;Reichardt, Rolf;2
2836;Magnan, André;Masseau, Didier;2
5864;Dupuis, Gilles;Klucinskas, Jean;2
2834;Goulemot, Jean M.;Magnan, André;2
4858;Martel, Jacinthe;Melançon, Robert;2
4857;Dion, Sylvie;Hanciau, Nubia;2
5865;Lucken, Christopher;Rigoli, Juan;2
4856;Bélanger, Alain;Dion, Sylvie;2
4855;Bélanger, Alain;Hanciau, Nubia;2
2046;Ferran, Florence;Gambelli, Delia;2
2047;Ferran, Florence;Mariotti, Flavia;2
2048;Gambelli, Delia;Mariotti, Flavia;2
2053;Lioce, Nico;Swiggers, Pierre;2
5873;Cormier, Monique C.;Francœur, Aline;2
4365;Sartori, Eva Martin;Zimmerman, Dorothy Wynne;2
2253;Fournier-Plamondon, Anne-Sophie;Massé, Stéphanie;2
2252;Dion, Nicholas;Fournier-Plamondon, Anne-Sophie;2
4288;Lesueur, Boris;Rogers, Dominique;2
5863;Dupuis, Gilles;Vallée, Jean-François;2
2032;Mendel, Arthur;Wolff, Christoph;2
2031;Davis, Hans T.;Wolff, Christoph;2
4873;Kroeze, Ronald;Vitória, André;2
496;Bartha-Kovács, Katalin;Szás, Géza;2
495;Bartha-Kovács, Katalin;Penke, Olga;2
4374;Sargent, Lyman Tower;Schaer, Roland;2
5848;Espagne, Michel;Michael, Werner;2
3378;Krief, Huguette;Requemora, Sylvie;2
4875;Geltner, Guy;Vitória, André;2
4874;Geltner, Guy;Kroeze, Ronald;2
479;Barras, Vincent;Louis-Courvoisier, Micheline;2
