;coeditor1;coeditor2;count
5638;Epstein, Julia;Straub, Kristina;1
5639;Timm, Christian;Uzcanga, Francisco;1
5640;McCormack, Jo;Pratt, Murray;1
5641;McCormack, Jo;Rolls, Alistair;1
5642;Pratt, Murray;Rolls, Alistair;1
5869;Hayek, Katia;Lotfinia, Hamideh;1
5871;Auraix-Jonchière, Pascale;Francalanza, Eric;1
5482;Carroll, Sandra;Wagner, Peter;1
6072;Maler, Anselm;Miguel, Ángel San;1
6078;Lilti, Antoine;Sebastiani, Silvia;1
6077;Lilti, Antoine;Schaub, Jean-Frédéric;1
6076;Lilti, Antoine;Loriga, Sabina;1
6075;Nantke, Julia;Schlupkothen, Frederik;1
6074;Miguel, Ángel San;Schwaderer, Richard;1
6073;Maler, Anselm;Schwaderer, Richard;1
6071;Eliassen, K.O.;Fauskevåg, S.-E.;1
6080;Loriga, Sabina;Sebastiani, Silvia;1
6070;Schlobach, J.;Sokolskajo, N. F.;1
6069;Karp, S.;Sokolskajo, N. F.;1
6068;Karp, S.;Schlobach, J.;1
6067;Marx, R.;Wild, R.;1
6066;Luserke, M.;Wild, R.;1
6065;Luserke, M.;Marx, R.;1
6079;Loriga, Sabina;Schaub, Jean-Frédéric;1
6081;Schaub, Jean-Frédéric;Sebastiani, Silvia;1
6027;Gómez, María Teresa Ramos;Mateo, Julián;1
6090;DeJean, Joan;Miller, Nancy K.;1
6096;Deutsch, Catherine;Giron-Panel, Caroline;1
6095;Bizière, Jean Maurice;Liris, Élisabeth;1
6094;Perona, Blandine;Vigliano, Tristan;1
6093;Amossy, Ruth;Orkibi, Eithan;1
6092;Amossy, Ruth;Mainguenau, Dominique;1
6091;Chamarat, Gabrielle;Collet, Alain;1
6089;Griffin, Michael J.;Moylan, Tom;1
6082;Klauber, Martin;Roney, John B.;1
6088;Pouzoulet, C.;Vaillant, Alain;1
6087;Planté, Christine;Pouzoulet, C.;1
6086;Delon, Michel;Mélonio, F.;1
6085;Pankau, J. G.;Ueding, G.;1
6084;Mueller, T.;Ueding, G.;1
6083;Mueller, T.;Pankau, J. G.;1
6064;Baillargeon, Normand;Boissinot, Christian;1
6063;Avanzi, Mathieu;Corminbœuf, Gilles;1
6062;Béguelin, Marie-José;Corminbœuf, Gilles;1
6037;Gelmini, Jean-Pierre;Henry, Philippe;1
6043;Rytz, Juliane;Rétif, Françoise;1
6042;Preußer, Heinz-Peter;Rytz, Juliane;1
6041;Preußer, Heinz-Peter;Rétif, Françoise;1
6040;Rigotti, Francesca;Schiera, Pierangelo;1
6039;Euchner, Walter;Schiera, Pierangelo;1
6038;Euchner, Walter;Rigotti, Francesca;1
6036;Ariès, Philippe;Duby, Georges;1
6061;Avanzi, Mathieu;Béguelin, Marie-José;1
6034;Jacob, François;Rossi, Henri;1
6033;Chamayou, Anne;Duncan, Alastair B.;1
6032;Antonius, Richard;Baillargeon, Normand;1
6031;Marland, H.;de Waardt, H.;1
6030;Gijswijt-Hofstra, M.;de Waardt, H.;1
6029;Gijswijt-Hofstra, M.;Marland, H.;1
6044;Debreuille, J.Y.;Régnier, Philippe;1
6045;Delesse, Catherine;Lesourd, Elsa Chaarani;1
6046;Denooz, Laurence;Lesourd, Elsa Chaarani;1
6047;Delesse, Catherine;Denooz, Laurence;1
6048;Carini, C.;Melograni, P.;1
6049;Candel, Danielle;Gaudin, François;1
6050;Coykendall, Abby;de Freitas Boe, Ana;1
6051;Cope, Kevin L.;III, Robert C. Leitz;1
6052;Danelzik-Brüggemann, Christoph;Reichardt, Rolf;1
6053;Dratwicki, Alexandre;Terrier, Agnès;1
6054;Perceau, Sylvie;Szerwiniack, Olivier;1
6055;Engler, Bernd;Müller, Kurt;1
6056;Real, Hermann Josef;Stöver-Leiding, Helgard;1
6057;Real, Hermann J.;Stöver-Leidig, Helgard;1
6058;Fowler, Patsy;Jackson, Alan;1
6059;Cooper-Richet, Diana;Rapoport, Michel;1
6060;Marotin, François;Saint-Gérand, Jacques-Philippe;1
6097;Piccione, Caterina;Tagliapietra, Andrea;1
6098;Maglione, Erminio;Tagliapietra, Andrea;1
6099;Ghirelli, Giordano;Tagliapietra, Andrea;1
6146;Rieger, D.;Vickermann-Ribémont, Gabriele;1
6152;Haugeard, Philippe;Rideau, Gaël;1
6151;Déruelle, Aude;Rideau, Gaël;1
6150;Déruelle, Aude;Haugeard, Philippe;1
6149;Delouis, Anne Friederike;Rideau, Gaël;1
6148;Delouis, Anne Friederike;Haugeard, Philippe;1
6147;Delouis, Anne Friederike;Déruelle, Aude;1
6144;Dijk, Suzan Van;van Strien-Chardonneau, Madeleine;1
6135;Stevens, C.;van Dijk, S.;1
6143;Dijk, Suzan Van;Moser-Verrey, Monique;1
6142;Cossy, Valérie;Dijk, Suzan Van;1
6141;Escalle, Marie-Christine Kok;Melka, Francine;1
6140;Smith, Paul J.;van Strien-Chardonneau, Madelaine;1
6139;Houppermans, Sjef;van Strien-Chardonneau, Madelaine;1
6138;Houppermans, Sjef;Smith, Paul J.;1
6153;Palumbo, M.G. Bottaro;Postigliola, Alberto;1
6154;Gleize, Joëlle;Roussin, Philippe;1
6155;Cointre, Annie;Lautel, Florence;1
6156;Lautel, Florence;Rivara, Annie;1
6157;Máté, Györgyi;Szende, Thomas;1
6158;Auraix-Jonchière, Pascale;la collaboration de Maria Benedetta Collini, avec;1
6159;Popelard, Marie-Dominique;Wall, Anthony;1
6160;Irvine, Margot;Worth, Jeremy;1
6161;Barbiche, Bernard;Poussou, Jean-Pierre;1
6162;Barbiche, Bernard;Tallon, Alain;1
6163;Poussou, Jean-Pierre;Tallon, Alain;1
6164;Horner, W.B.;Leff, M.;1
6165;Baselis-Bitoun, Lison;Kim, Philippa;1
6166;Atallah, Marc;Kunz-Westerhoff, Dominique;1
6167;Behrens, Rudol;Zelle, Carsten;1
6168;Harvey, Tamara;O’Brien, Greg;1
6170;Dockray, K.R.;Laybourn, K.;1
6137;Donato, Clorinda;Maniquis, R.;1
6134;Heymann, B.;Steinbrügge, L.;1
6100;Maglione, Erminio;Piccione, Caterina;1
6108;Engel, Gisela;Wunder, Heide;1
6114;Fabre, Rémy;Launay, Marcel;1
6113;Launay, Marcel;Saupin, Guy;1
6112;Fabre, Rémy;Saupin, Guy;1
6111;Desné, R.;Haßler, G.;1
6110;Bach, R.;Haßler, G.;1
6109;Bach, R.;Desné, R.;1
6107;Bubenik-Bauer, Iris;Schalz-Laurenze, Ute;1
6133;Ibeas, N.;Millán, M. Á.;1
6106;Hookoomsing, Vinesh Y.;Issur, Kumari R.;1
6105;Higonnet, Margaret R.;Templeton, Joan;1
6104;Giordano, Paolo A.;Tamburri, Anthony Julian;1
6103;Canovas, Frédéric;Wetsel, David;1
6102;Ghirelli, Giordano;Maglione, Erminio;1
6101;Ghirelli, Giordano;Piccione, Caterina;1
6115;Brugère, F.;Malherbe, M.;1
6116;Badiou-Monferran, Claire;Calas, Frédéric;1
6117;Badiou-Monferran, Claire;Piat, Julien;1
6118;Badiou-Monferran, Claire;Reggiani, Christelle;1
6119;Calas, Frédéric;Piat, Julien;1
6120;Calas, Frédéric;Reggiani, Christelle;1
6121;Piat, Julien;Reggiani, Christelle;1
6122;Aslangul-Rallo, Claire;Zunino, Bérénice;1
6123;Clercq, Jan De;Lioce, Nico;1
6124;Clercq, Jan De;Swiggers, Pierre;1
6125;Balayre, Amélie;Pineau, Marie Cécile;1
6126;Bras, Claire Le;Pineau, Marie Cécile;1
6127;Pineau, Marie Cécile;Rousselot, Nathan;1
6128;Bannour, Wanda;Berthier, Philippe;1
6130;Honig, Bonnie;Mapel, David R.;1
6131;Gemert, Lia Van;Ottway, Sheila;1
6132;Gemert, Lia Van;van Dijk, Suzan;1
6028;Bonnet, Dominique;Chaves, María José;1
6026;Desprès, Catherine;Mateo, Julián;1
5872;Bernard-Griffiths, Simone;Francalanza, Eric;1
5918;Mass, Edgar;Ritte, Jürgen;1
5927;Pico, Berta;Uriarte, Cristina G.;1
5926;Curell, Clara;Pico, Berta;1
5925;Curell, Clara;Uriarte, Cristina G.;1
5924;Oliver, José M.;Pico, Berta;1
5923;Oliver, José M.;Uriarte, Cristina G.;1
5922;Curell, Clara;Oliver, José M.;1
5917;Klein, Jürgen;Ritte, Jürgen;1
5930;Oliver, Andrew;Vachon, Stéphane;1
5916;Klein, Jürgen;Mass, Edgar;1
5915;Elduayen, Patricia Almarcegui;Tobar, Leonardo Romero;1
5914;Leggeri, Christia;Zimolo, Armando;1
5913;Martinez-Raposo, Diana;Vella, Rosalia;1
5912;Guyaux, André;Salmon, Gilbert;1
5911;Basch, Sophie;Salmon, Gilbert;1
5928;Lévrier, Alexis;Wrona, Adeline;1
5931;Faivre, Karine;Filotas, Sarah;1
6024;Kornelius, J.;Rovere, G.;1
5943;Barta, Peter I.;Platter, Charles;1
5949;Branham, R. Bracht;Goulet-Cazé, Marie-Odile;1
5948;Schlobach, Jochen;Zurowski, M.;1
5947;Platter, Charles;Shepherd, David;1
5946;Miller, Paul Allen;Shepherd, David;1
5945;Miller, Paul Allen;Platter, Charles;1
5944;Barta, Peter I.;Shepherd, David;1
5942;Barta, Peter I.;Miller, Paul Allen;1
5932;Faivre, Karine;Hamel, Sébastien;1
5941;Miller, Paul Allen;Wood, Diane S.;1
5940;Boni, Luiz Alberto;Stein, Ernildo;1
5936;Hamel, Sébastien;Moser, Éliane;1
5935;Filotas, Sarah;Moser, Éliane;1
5934;Filotas, Sarah;Hamel, Sébastien;1
5933;Faivre, Karine;Moser, Éliane;1
5910;Basch, Sophie;Guyaux, André;1
5909;Figuerola, M. Carme;Parra, Montserrat;1
5908;Restuccia, Laura;Santangelo, Giovanni Saverio;1
5883;Basch, S.;Chuvin, P.;1
5889;Chuvin, P.;Leclant, J.;1
5888;Chuvin, P.;Şeni, N.;1
5887;Chuvin, P.;Espagne, M.;1
5886;Basch, S.;Leclant, J.;1
5885;Basch, S.;Şeni, N.;1
5884;Basch, S.;Espagne, M.;1
5882;Strien-Chardonneau, Madeleine;van Dijk, Suzan;1
5907;Mandonia, F.P. Alexandre;Santangelo, Giovanni Saverio;1
5881;Canovas, Fr.;Wetsel, D.;1
5880;Nordholt, Annelies Schulte;Smith, Paul J.;1
5877;Bouffartigue, Jean;Mélonio, Françoise;1
5876;Lüsebrink, Hans-Jürgen;Walter, Jacques;1
5875;Boivin, Aurélien;Walter, Jacques;1
5874;Boivin, Aurélien;Lüsebrink, Hans-Jürgen;1
5890;Espagne, M.;Şeni, N.;1
5891;Espagne, M.;Leclant, J.;1
5892;Leclant, J.;Şeni, N.;1
5893;Iotti, Gianni;Porcelli, Maria Grazia;1
5894;Devillairs, Laurence;Touboul, Patricia;1
5895;Frigo, Alberto;Touboul, Patricia;1
5896;Devillairs, Laurence;Frigo, Alberto;1
5897;Kanceff, Emmanuele;Rampone, Roberta;1
5898;Marimoutou, Jean-Claude;Racault, Jean-Michel;1
5899;Falcão, A. M.;Nascimiento, M. T.;1
5900;Falcão, A. M.;Leal, M. L.;1
5901;Leal, M. L.;Nascimiento, M. T.;1
5902;Fontius, Martin;Mondot, Jean;1
5903;Carile, Paolo;Mandonia, F.P. Alexandre;1
5904;Carile, Paolo;Restuccia, Laura;1
5905;Carile, Paolo;Santangelo, Giovanni Saverio;1
5906;Mandonia, F.P. Alexandre;Restuccia, Laura;1
5950;Beaudet, Marie-Andrée;Bonenfant, Luc;1
5951;Beaudet, Marie-Andrée;Daunais, Isabelle;1
5952;Bonenfant, Luc;Daunais, Isabelle;1
6000;Hénin, Emmanuelle;Thouret, Clotilde;1
6006;Lacchè, Luigi;Meccarelli, Massimo;1
6005;Lacchè, Luigi;Marchetti, Paolo;1
6004;Lacchè, Luigi;Latini, Carlotta;1
6003;Chauvaud, Frédéric;Petit, Jacques-Guy;1
6002;Boschung, U.;Holzhey, H.;1
6001;North, Michael;Ormrod, David;1
5997;Müller, Jörg Paul;Philipps, Lothar;1
5987;Albert-Marchal, Luce;Nicolas, Loïc;1
5996;Philipps, Lothar;Schünemann, Bernd;1
5995;Müller, Jörg Paul;Schünemann, Bernd;1
5994;Thommen, Evelyne;Vogel, Christina;1
5992;Méon, Jean-Matthieu;Truffin, Barbara;1
5991;Beauthier, Régine;Truffin, Barbara;1
5990;Beauthier, Régine;Méon, Jean-Matthieu;1
6007;Latini, Carlotta;Marchetti, Paolo;1
6008;Latini, Carlotta;Meccarelli, Massimo;1
6009;Marchetti, Paolo;Meccarelli, Massimo;1
6010;Skopelitiis, Dimitri;Zuffrey, Dimitri;1
6011;Nagy, Agnes A.;Prescendi, Francesca;1
6012;Jean, Jean-Paul;Massé, Michel;1
6013;Giudicelli, André;Massé, Michel;1
6014;Giudicelli, André;Jean, Jean-Paul;1
6015;Giannò, Vanessa;Lorenzetti, Luigi;1
6016;Cassani, Ursula;Roth, Robert;1
6017;Cassani, Ursula;Sträuli, Bernard;1
6018;Roth, Robert;Sträuli, Bernard;1
6019;Baczko, Bronislaw;Binz, Louis;1
6020;Malverti, Xavier;Pinon, Pierre;1
6021;Gilbert, Paula Ruth;Santoro, Miléna;1
6022;Greiner, N.;Kornelius, J.;1
6023;Greiner, N.;Rovere, G.;1
5989;Fraisse, Luc;Wessler, Éric;1
5986;Montandon, Alain;Neiva, Saulo;1
5953;Daley, Caroline;Nolan, Melanie;1
5961;Holzhey, Helmut;Mudroch, Vilem;1
5967;Merkle, Denise;Pâquet, Martin;1
5966;Destrempes, Hélène;Pâquet, Martin;1
5965;Destrempes, Hélène;Merkle, Denise;1
5964;Morency, Jean;Pâquet, Martin;1
5963;Merkle, Denise;Morency, Jean;1
5962;Ehrenberg, Alain;Lovell, Anne;1
5960;Brühlmeier, Daniel;Mudroch, Vilem;1
5985;Ferrilli, Sara;Vittoz, Numa;1
5959;Brühlmeier, Daniel;Holzhey, Helmut;1
5958;Fall, Khadiyatoulah;Létourneau, Jocelyn;1
5957;Fall, Khadiyatoulah;Turgeon, Laurier;1
5956;Létourneau, Jocelyn;Turgeon, Laurier;1
5955;Frédéric, Madeleine;Jaumain, Serge;1
5954;Duchet, Claude;Vachon, Stéphane;1
5968;Cauville, Joëlle;Zupancic, Metka;1
5969;Guérin, Charles;Leblanc, Jean-Marc;1
5970;Guérin, Charles;Pia-Comella, Jordi;1
5971;Guérin, Charles;Soulez, G.;1
5972;Leblanc, Jean-Marc;Pia-Comella, Jordi;1
5973;Leblanc, Jean-Marc;Soulez, G.;1
5974;Pia-Comella, Jordi;Soulez, G.;1
5975;Bartushcat, Johannes;Labarthe, Patrick;1
5976;Bartuschat, Johannes;Labarthe, Patrick;1
5977;Labarthe, Patrick;la collaboration de Martina Albertini, avec;1
5978;Ferrilli, Sara;Labarthe, Patrick;1
5979;Labarthe, Patrick;Vittoz, Numa;1
5980;Bartuschat, Johannes;la collaboration de Martina Albertini, avec;1
5981;Bartuschat, Johannes;Ferrilli, Sara;1
5982;Bartuschat, Johannes;Vittoz, Numa;1
5983;Ferrilli, Sara;la collaboration de Martina Albertini, avec;1
5984;Vittoz, Numa;la collaboration de Martina Albertini, avec;1
5483;Pretzsch, Birgit;Wagner, Peter;1
5481;Carroll, Sandra;Pretzsch, Birgit;1
4489;Swaminathan, Srividhya;Thomas, Steven W.;1
4709;Bots, Hans;Wan Bunge, Wiep;1
4716;Pettegree, Andrew;Weduwen, Arthur der;1
4715;Bosma, Ulbe;de Melo, Jaime;1
4714;Webster, Anthony;de Melo, Jaime;1
4713;Bosma, Ulbe;Webster, Anthony;1
4712;Klein, Florence;Webb, Ruth;1
4710;Podruchny, Carolyn;Warkentin, Germaine;1
4708;Delvaux, Pascal;Fantini, Bernardino;1
4719;Stefanovska, Malina;Weerdt-Pilorge, Marie-Paule de;1
4707;Delvaux, Pascal;Walter, François;1
4706;Fantini, Bernardino;Walter, François;1
4705;Kolderup, Trude;Wåhlberg, Martin;1
4703;Gelz, Andreas;Tschilschke, Von;1
4699;Faroult, Guillaume;Preti, Monica;1
4698;Preti, Monica;Vogtherr, Christoph;1
4717;Kemp, Graeme;Weduwen, Arthur der;1
4720;Dufoix, Stéphane;Weil, Patrick;1
4660;Godbout, Patricia;la collaboration de Paul Aubin, avec;1
4732;Au, Sokhieng;Wils, Kaat;1
4738;Townshend, Dale;Wright, Angela;1
4737;Montègre, Gilles;Wrede, Martin;1
4736;Williams, Daniela;Woytek, Bernhard;1
4735;Martin, Robert;Winter, Robert;1
4734;Chantrain, Gaëlle;Winand, Jean;1
4733;Au, Sokhieng;de Bont, Raf;1
4731;Wils, Kaat;de Bont, Raf;1
4721;Chamberland, Roger;Weinmann, Heinz;1
4730;Tobin, Beth Fowkes;Wigston Smith, Chloe;1
4729;Wieviorka, Olivier;Winock, Michel;1
4728;Serrette, Renaud;Wick, Gabriel;1
4727;Daughton, J.P.;White, Owen;1
4726;Baxter, Carol;Whelan, Ruth;1
4722;Stewart, Philip;Wells, Byron R.;1
4697;Faroult, Guillaume;Vogtherr, Christoph;1
4696;Cosentino, Leda;Vogtherr, Christoph;1
4694;Drouin, de Sophie;Mylène Fréchette, Fanie St-Laurent;1
4669;Brisson, Frédéric;Marcel Lajeunesse, Éric Leroux;1
4675;Godbout, Patricia;Marcel Lajeunesse, Éric Leroux;1
4674;Godbout, Patricia;Hébert, Pierre;1
4673;Brisson, Frédéric;Mylène Fréchette, Fanie St-Laurent;1
4672;Brisson, Frédéric;Drouin, de Sophie;1
4671;Brisson, Frédéric;Pouliot, Suzanne;1
4670;Brisson, Frédéric;Michon, Jacques;1
4668;Brisson, Frédéric;Hébert, Pierre;1
4693;Mylène Fréchette, Fanie St-Laurent;Pouliot, Suzanne;1
4667;Brisson, Frédéric;Godbout, Patricia;1
4666;Mylène Fréchette, Fanie St-Laurent;la collaboration de Paul Aubin, avec;1
4665;Drouin, de Sophie;la collaboration de Paul Aubin, avec;1
4664;Pouliot, Suzanne;la collaboration de Paul Aubin, avec;1
4663;Michon, Jacques;la collaboration de Paul Aubin, avec;1
4662;Marcel Lajeunesse, Éric Leroux;la collaboration de Paul Aubin, avec;1
4676;Godbout, Patricia;Michon, Jacques;1
4677;Godbout, Patricia;Pouliot, Suzanne;1
4678;Drouin, de Sophie;Godbout, Patricia;1
4679;Godbout, Patricia;Mylène Fréchette, Fanie St-Laurent;1
4680;Hébert, Pierre;Marcel Lajeunesse, Éric Leroux;1
4681;Hébert, Pierre;Michon, Jacques;1
4682;Hébert, Pierre;Pouliot, Suzanne;1
4683;Drouin, de Sophie;Hébert, Pierre;1
4684;Hébert, Pierre;Mylène Fréchette, Fanie St-Laurent;1
4685;Marcel Lajeunesse, Éric Leroux;Michon, Jacques;1
4686;Marcel Lajeunesse, Éric Leroux;Pouliot, Suzanne;1
4687;Drouin, de Sophie;Marcel Lajeunesse, Éric Leroux;1
4688;Marcel Lajeunesse, Éric Leroux;Mylène Fréchette, Fanie St-Laurent;1
4689;Michon, Jacques;Pouliot, Suzanne;1
4690;Drouin, de Sophie;Michon, Jacques;1
4691;Michon, Jacques;Mylène Fréchette, Fanie St-Laurent;1
4692;Drouin, de Sophie;Pouliot, Suzanne;1
4739;Potter, Paul;Wright, John P.;1
4740;Hall, Edith;Wyles, Rosie;1
4741;Salazar, Philippe-Joseph;Wynchank, Anny;1
4808;Raposo, B.;Robles, F.;1
4814;Rosano, F. Aragón;Sánchez, J.A. López;1
4813;Ramos, A. Sirvent;Tonda, A. Llorca;1
4812;Lafarga, F.;Ramos, A. Sirvent;1
4811;Lafarga, F.;Tonda, A. Llorca;1
4810;Campillo, A.;López, J.;1
4809;García, P.J. Pardo;Zapatero, J. Sánchez;1
4807;Muela, J.;Yllera, A.;1
4796;Lafarga, Francisco;Méndez, Pedro S.;1
4805;Vázquez, L.;de Diego, R.;1
4804;Casado, L.;Vázquez, L.;1
4803;Casado, L.;de Diego, R.;1
4801;Desprès, Catherine;Ramos, Mª Teresa;1
4799;Lafarga, Francisco;Pegenaute, Luis;1
4798;Méndez, Pedro S.;Saura, Alfonso;1
4815;Cazevieille, F.T. Olmo;Santiago, M. López;1
4816;Cazevieille, F.T. Olmo;Martinez, G. Peña;1
4817;Cazevieille, F.T. Olmo;Vallés, I.T. Tamarit;1
4818;Martinez, G. Peña;Santiago, M. López;1
4819;Santiago, M. López;Vallés, I.T. Tamarit;1
4820;Martinez, G. Peña;Vallés, I.T. Tamarit;1
4821;Franco, H. Gallego;Herrero, M. C. García;1
4824;Boixareu, Mercé;Juan-Oliva, Esther;1
4825;Boixareu, Mercé;Romera-Pintor, Angela M.;1
4826;Juan-Oliva, Esther;Romera-Pintor, Angela M.;1
4827;Desvaux, A. Piquer;Llecha-Llop, Ll.;1
4828;Castanyer, M.T. Garcia;Desvaux, A. Piquer;1
4829;Castanyer, M.T. Garcia;Llecha-Llop, Ll.;1
4830;Alarcón, I.E. González;Rodríguez, Cantón;1
4831;Castaños, C. Grijalba;Rodríguez, Cantón;1
4832;Rodríguez, Cantón;Silvestre, Yolanda B. Jover;1
4833;Alarcón, I.E. González;Castaños, C. Grijalba;1
4797;Lafarga, Francisco;Saura, Alfonso;1
4795;Niembro, Antonio;Álvarez, Emma;1
4742;Porter, Roy;Yolton, John W.;1
4750;Bloom, Sam W.;Zinguer, Ilana Y.;1
4756;Boza, Alexandre;Decaux, Emmanuel;1
4755;Boza, Alexandre;Zuber, Valentine;1
4754;Decaux, Emmanuel;Zuber, Valentine;1
4753;Bréton, Étienne;Zuber, Pascal;1
4752;Klekar, Cynthia;Zionkowski, Linda;1
4751;Hayes, Julie Candler;Zinsser, Judith P.;1
4749;Wolf, Josef;Zimmermann, Wolfgang;1
4794;Bango, Flor Mª;Álvarez, Emma;1
4748;Farge, Arlette;Zemon Davis, Natalie;1
4747;Rogers, Pat;Stafford, Barbara Maria;1
4746;Porter, Roy;Stafford, Barbara Maria;1
4745;Porter, Roy;Rogers, Pat;1
4744;Stafford, Barbara Maria;Yolton, John W.;1
4743;Rogers, Pat;Yolton, John W.;1
4757;Wilson-Chevalier, Kathleen;Zum Kolk, Caroline;1
4758;Boutier, Jean;Zum Kolk, Caroline;1
4759;Klesmann, Bernd;Zum Kolk, Caroline;1
4760;Moureau, François;Zum Kolk, Caroline;1
4761;Boutier, Jean;Klesmann, Bernd;1
4762;Boutier, Jean;Moureau, François;1
4763;Klesmann, Bernd;Moureau, François;1
4764;Gladu, Kim;Zygel-Basso, Aurélie;1
4765;Hostiou, Jeanne-Marie;Nestola, Barbara;1
4766;Franchin, Matthieu;Nestola, Barbara;1
4767;Manciati, Silvia;Nestola, Barbara;1
4768;Franchin, Matthieu;Hostiou, Jeanne-Marie;1
4769;Hostiou, Jeanne-Marie;Manciati, Silvia;1
4770;Franchin, Matthieu;Manciati, Silvia;1
4776;Bertrand, Dominique;Saiello, Émilie Beck;1
4792;Cascante, Mª Jesús Salinero;Heras, Ignacio Iñarrea Las;1
4793;Bango, Flor Mª;Niembro, Antonio;1
4661;Hébert, Pierre;la collaboration de Paul Aubin, avec;1
4659;Brisson, Frédéric;la collaboration de Paul Aubin, avec;1
4835;Castaños, C. Grijalba;Silvestre, Yolanda B. Jover;1
4536;Adams, Julie;Lythberg, Billie;1
4542;Burrows, Simon;Thomson, Ann;1
4541;Nuku, Maia;Salmond, Amiria;1
4540;Lythberg, Billie;Salmond, Amiria;1
4539;Lythberg, Billie;Nuku, Maia;1
4538;Adams, Julie;Salmond, Amiria;1
4537;Adams, Julie;Nuku, Maia;1
4535;Salmond, Amiria;Thomas, Nicholas;1
4544;Burrows, Simon;Dziembowski, Edmond;1
4534;Nuku, Maia;Thomas, Nicholas;1
4533;Lythberg, Billie;Thomas, Nicholas;1
4532;Adams, Julie;Thomas, Nicholas;1
4531;Thistlethwaite, Nicholas;Webber, Geoffrey;1
4530;Rousseau, le Musée Jean-Jacques;Thiery, Robert;1
4528;Gomez, Alejandro;Morelli, Federica;1
4543;Dziembowski, Edmond;Thomson, Ann;1
4545;Thoraval, Fañch;Wymeersch, Brigitte Van;1
4658;Luneau, Marie-Pier;Mylène Fréchette, Fanie St-Laurent;1
4555;Topalov, Christian;de Lille, Laurent Coudroy;1
4561;Pomeranz, Kenneth;Topik, Steven;1
4560;Depaule, Jean-Charles;Marin, Brigitte;1
4559;Marin, Brigitte;de Lille, Laurent Coudroy;1
4558;Depaule, Jean-Charles;de Lille, Laurent Coudroy;1
4557;Marin, Brigitte;Topalov, Christian;1
4556;Depaule, Jean-Charles;Topalov, Christian;1
4554;Radovanovic, Milorad;Tomic Miseska, Olga;1
4546;König, Christoph;Thouard, Denis;1
4553;Todd, Dennis;Wall, Cynthia;1
4552;Ramseyer, Jacques;Vincent, Patrick;1
4551;Tissot, Laurent;Vincent, Patrick;1
4550;Ramseyer, Jacques;Tissot, Laurent;1
4549;Tillier, Bertrand;Wermester, Catherine;1
4548;Pimentel, Juan;Thurner, Mark;1
4527;Entin, Gabriel;Morelli, Federica;1
4526;Entin, Gabriel;Gomez, Alejandro;1
4525;Morelli, Federica;Thibaud, Clément;1
4498;Saliou, Catherine;Tartakowsky, Danielle;1
4504;Gauvard, Claude;Saliou, Catherine;1
4503;Fureix, Emmanuel;Saliou, Catherine;1
4502;Fureix, Emmanuel;Gauvard, Claude;1
4501;Cornette, Joël;Saliou, Catherine;1
4500;Cornette, Joël;Gauvard, Claude;1
4499;Cornette, Joël;Fureix, Emmanuel;1
4497;Gauvard, Claude;Tartakowsky, Danielle;1
4524;Gomez, Alejandro;Thibaud, Clément;1
4496;Fureix, Emmanuel;Tartakowsky, Danielle;1
4495;Cornette, Joël;Tartakowsky, Danielle;1
4494;Taber, Robert D.;Yingling, Charlton W.;1
4493;(Texte, T.I.G.R.E.;de recherche à l’École normale supérieure), image. Groupe;1
4491;Swindells, Julia;Taylor, David Francis;1
4490;Ilakkuvan, R.;Sweetman, Will;1
4505;Bouddouh, Lhoussain;Tatin-Gourier, Jean-Jacques;1
4507;Tavoni, Maria Gioia;Waquet, Françoise;1
4508;Findlen, Paula;Tazzara, Corey;1
4509;Soll, Jacob;Tazzara, Corey;1
4510;Findlen, Paula;Soll, Jacob;1
4511;Teasdale, Guillaume;Villerbu, Tangi;1
4512;Garric, Jean-Philippe;Tedeschi, Letizia;1
4513;Rabreau, Daniel;Tedeschi, Letizia;1
4514;Garric, Jean-Philippe;Rabreau, Daniel;1
4515;Hentenryk, Ginette Kurgan-Van;Teichova, Alice;1
4516;Teichova, Alice;Ziegler, D.;1
4517;Hentenryk, Ginette Kurgan-Van;Ziegler, D.;1
4518;Ding, Ning;ten-Doesschate Chu, Petra;1
4519;Dupont, P.;Termolle, M.;1
4520;Gifford, Prosser;Tesnière, Marie-Hélène;1
4521;Norel, Philippe;Testot, Laurent;1
4523;Entin, Gabriel;Thibaud, Clément;1
4565;Meslé, France;Toulemon, Laurent;1
4566;Toulemon, Laurent;Véron, Jacques;1
4567;Meslé, France;Véron, Jacques;1
4634;Lauwick, Béatrice;Ville, Nathalie;1
4640;Luneau, Marie-Pier;Vincent, Josée;1
4639;Bernard-Griffiths, Simone;Pickering, Robert;1
4638;Pickering, Robert;Vincent-Munnia, Nathalie;1
4637;Bernard-Griffiths, Simone;Vincent-Munnia, Nathalie;1
4636;Cabilic, Isabelle;Lauwick, Béatrice;1
4635;Cabilic, Isabelle;Ville, Nathalie;1
4632;Leyh, Valérie;Müller, Adelheid;1
4619;Jorrand, Sophie;Vénuat, Monique;1
4631;Müller, Adelheid;Viehöver, Vera;1
4630;Leyh, Valérie;Viehöver, Vera;1
4629;Ruggiu, François-Joseph;Vidal, Cécile;1
4627;Joutard, Philippe;Poton, Didier;1
4626;Poton, Didier;Veyssière, Laurent;1
4625;Joutard, Philippe;Veyssière, Laurent;1
4641;Vincent, Josée;la collaboration de Paul Aubin, avec;1
